id,spare_code,spare_category,spare_name_th,spare_name_en,spare_description,spare_location,spare_brand,spare_model,spare_dealer,spare_price,spare_pic,spare_amount,spare_min,spare_install_date,spare_start_work,spare_stop_work,note,status
360,PS-21-02,Pump,ปั๊ม,Pump,,Pressing Station,Kew Pump,SEK50,,,engine.png,,,,,,,Active
361,PS-22,Pump,ปั๊มน้ำมันดิบ #2,Crude Oil Pump #2,,Pressing Station,Kew Pump,KS-SE3-SEK,,,engine.png,,,,2015-09-20,,,Active
362,PS-22-01,motor,มอเตอร์,Motor,,Pressing Station,TEC,Y-A160M-4/Foot,,,engine.png,,,,,,,Active
363,PS-22-02,Pump,ปั๊ม,Pump,,Pressing Station,Kew Pump,SEK50,,,engine.png,,,,,,,Active
364,PS-23,,เครื่องแยกทราย #1,Sand Cyclone#1,,Pressing Station,ปาล์มเอเชียเทคโนโลยี,,,,engine.png,,,,,,,Active
365,PS-24,Tank,หม้อกวน #5,Digester#5,,Pressing Station,Kien seng,,,,engine.png,,,,2018-03-16,,,Active
366,PS-24-01,motor,มอเตอร์,motor,,Pressing Station,Electrim,Y3-225S-4P-B3,,,engine.png,,,,2018-03-16,,,Active
367,PS-24-02,GEAR,เกียร์,Gear,,Pressing Station,Paramax,YVD060P3DG-RL-57.328,,,engine.png,,,,,,,Active
368,PS-25,Screw PRESS,หัวบีบ #5,Screw Press#5,,Pressing Station,Kein seng,,,,engine.png,,,,2018-03-16,,,Active
369,PS-25-01,motor,มอเตอร์,motor,,Pressing Station,Electrim,Y3-200L-4P-B3,,,engine.png,,,,,,,Active
370,PS-25-02,GEAR,เกียร์,Gear,,Pressing Station,Paramax,YHD060P3SP-RL-78.456,,,engine.png,,,,,,,Active
371,SS-01,Chain conveyor,โซ่ลำเลีงผลปาล์มสด,FFB Conveyor,,Bunch Reception,HSS,"6"" 80,000 psi",,,engine.png,,,,2015-09-20,,,Active
372,SS-01-01,motor,มอเตอร์,motor,,Sterillizing Station,Branco,225S-4 : BRJE1B1,,,engine.png,,,,,,,Active
373,SS-01-02,GEAR,เกียร์,Gear,,Sterillizing Station,SEW eurodrive,M3PSF50SPD,,,engine.png,,,,,,,Active
374,SS-01-03,Chain Conveyor,โซลำเลียง,"Chain 6""",,Sterillizing Station,Folanga,"6"" 80,000 PSI",,,engine.png,,,,,,,Active
375,SS-02,,เครื่องบีบผลทะลายปาล์ม,Bunch Spliter,,Sterillizing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
376,SS-02-01,motor,มอเตอร์,motor,,Sterillizing Station,Elektrim,,,,engine.png,,,,,,,Active
377,SS-02-02,GEAR,เกียร์,Gear,,Sterillizing Station,SEW eurodrive,,,,engine.png,,,,,,,Active
378,SS-03,,เครื่องฉีกทลายปาล์ม #2,Bunche Spliter#2,,Sterillizing Station,HSS,,,,engine.png,,,,,,,Active
379,SS-03-01,motor,มอเตอร์,motor,,Sterillizing Station,Elektrim,,,,engine.png,,,,,,,Active
380,SS-03-02,GEAR,เกียร์,Gear,,Sterillizing Station,SEW eurodrive,,,,engine.png,,,,,,,Active
381,SS-04,Chain conveyor,โซ่ลำเลียงผลทะลายปาล์มขึ้นหม้อนึ่ง,FFB Inclined Conveyor,,Sterillizing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
382,SS-04-01,motor,มอเตอร์,Motor,,Sterillizing Station,Branco,225S-4,,,engine.png,,,,,,,Active
383,SS-04-02,GEAR,เกียร์,Gear,,Sterillizing Station,SEW eurodrive,M3PSF50SPD,,,engine.png,,,,,,,Active
384,SS-05,Screw Conveyor,โซ่ลำเลียงผลทะลายปาล์มแนวขวาง,FFB Cross Conveyor,,Sterillizing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
385,SS-05-01,motor,มอเตอร์,Motor,,Sterillizing Station,SEW eurodrive,DRS100M4/FG,,,engine.png,,,,,,,Active
386,SS-05-02,GEAR,้เกียร,ืGear,,Sterillizing Station,SEW eurodrive,R97 DRS100M4,,,engine.png,,,,,,,Active
387,SS-06,Screw Conveyor,โซ่ลำเลียงผลทะลายปาล์มลงหม้ออบ,FFB Distribution Conveyor,,Sterillizing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
388,SS-06-01,motor,มอเตอร์,Motor,,Sterillizing Station,SEW eurodrive,DRS160M4/FG,,,engine.png,,,,,,,Active
389,SS-06-02,GEAR,เกียร์,Gear,,Sterillizing Station,SEW eurodrive,R147 DRS160M4,,,engine.png,,,,,,,Active
390,SS-07,Power pack,ปั๊มไฮดรอลิกส์หม้อนึ่ง,Power Pack for Sterilizer,,Sterillizing Station,Rexroth,,,,engine.png,,,,,,,Active
391,SS-07-01,motor,มอเตอร์,motor,,Sterillizing Station,Elektrim,BA112M,,,engine.png,,,,,,,Active
392,SS-07-02,motor,มอเตอร์,motor,,Sterillizing Station,Elektrim,BA112M,,,engine.png,,,,,,,Active
393,SS-08,Vertical Strerilizer,หม้อนึ่ง #1,Vertical Sterillizer #1,,Sterillizing Station,HSS,HSS/SDV/20,,,engine.png,,,,2015-09-20,,,Wait_technician
394,SS-09,Vertical Strerilizer,หม้อนึ่ง #2,Vertical Sterillizer #2,,Sterillizing Station,HSS,HSS/SDV/20,,,engine.png,,,,2015-09-20,,,Active
395,SS-10,Vertical Strerilizer,หม้อนึ่ง #3,Vertical Sterillizer #3,,Sterillizing Station,HSS,HSS/SDV/20,,,engine.png,,,,2015-09-20,,,Active
396,SS-11,,ปล่องเก็บเสียง,Sterilizer Silencer,,Sterillizing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
397,SS-12,Chain Conveyor,โซ่ลำเลียงผลทะลายปาล์แล้ว #1,Sterillized Fruit Bunch Conveyor #1,,Sterillizing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
398,SS-12-01,motor,มอเตอร์,motor,,Sterillizing Station,Branco,200L-4,,,engine.png,,,,,,,Active
399,SS-12-02,GEAR,เกียร์,Gear,,Sterillizing Station,SEW eurodrive,M3PSF50SPD,,,engine.png,,,,,,,Active
400,SS-13,Chain Conveyor,ที่เก็บผลทะลายปาล์ม,Auto Feedder,,Sterillizing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
401,SS-13-01,motor,มอเตอร์,Motor,,Sterillizing Station,Branco,132S-4,,,engine.png,,,,,,,Active
402,SS-13-02,GEAR,เกียร์,Gear,,Sterillizing Station,SEW eurodrive,R16/R9/AD5,,,engine.png,,,,,,,Active
403,SS-14,Chain Conveyor,โซ่ลำเลียงผลทะลายปาล์แล้ว #2,Sterillized Fruit Bunch Conveyor #2,,Sterillizing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
404,SS-14-01,motor,มอเตอร์,motor,,Sterillizing Station,TEC,Y-A160L-4,,,engine.png,,,,,,,Active
405,SS-14-02,GEAR,เกียร์,gear,,Sterillizing Station,SEW eurodrive,M3PSF50SPD,,,engine.png,,,,,,,Active
406,SS-15,,Blow down chamber,Blow down chamber,,Sterillizing Station,HSS,,,,engine.png,,,,,,,Active
407,SS-16,Vibrating Screen,ตระแกรงสั่น,Vibrating Screen Condensate,,Sterillizing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
408,SS-16-01,motor,มอเตอร์,motor,,Sterillizing Station,Acelektrom,112M-4,,,engine.png,,,,,,,Active
409,SS-17,,บ่อน้ำคอนเดรนเสท,Condensate Pit,,Sterillizing Station,,,,,engine.png,,,,2015-09-20,,,Active
410,SS-17-01,motor,มอเตอร์,motor,,Sterillizing Station,Branco,132S-4,,,engine.png,,,,,,,Active
411,SS-17-02,Pump,ปั๊ม,Pump,,Sterillizing Station,Kew Pump,SEK40  : KS-SE,,,engine.png,,,,,,,Active
412,SS-18,Pump,ปั๊มน้ำคอนเดรนเสท #1,Condensate Pump #1,,Sterillizing Station,Kew Pump,CQ055186KO166,,,engine.png,,,,2015-09-20,,,Active
413,SS-18-01,motor,มอเตอร์,motor,,Sterillizing Station,Branco,132S-4,,,engine.png,,,,,,,Active
414,SS-19,Pump,ปั๊มน้ำคอนเดรนเสท #2,Condensate Pump #2,,Sterillizing Station,Kew Pump,SKE50 ; KS-SE,,,engine.png,,,,2015-09-20,,,Active
415,SS-19-01,motor,มอเตอร์,motor,,Sterillizing Station,Branco,132S-4,,,engine.png,,,,,,,Active
416,SS-20,,ปั๊มลม #1,Air Compressure #1,,Sterillizing Station,,,,,engine.png,,,,,,,Active
417,SS-20-01,motor,มอเตอร์,motor,,Sterillizing Station,Swan,AEEBKBBH2,,,engine.png,,,,,,,Active
418,SS-20-02,Pump,ปั๊ม,Pump,,Sterillizing Station,Sawl,SVP-205,,,engine.png,,,,,,,Active
419,SS-21,,เครื่องกระจายความร้อน,Cooling,,Sterillizing Station,,,,,engine.png,,,,,,,Active
420,TS-01,Chain conveyor,โซ่ลำเลียงผลทะลายปาล์แล้ว #3,Sterillized Fruit Bunch Conveyor No.3,,Threshing Station,HSS,"6"" 80000PSI",,,engine.png,,,,2015-09-20,,,Active
421,TS-01-01,motor,มอเตอร์,Motor,,Threshing Station,TEC,Y-A160L-4,,,engine.png,,,,,,,Active
422,TS-01-02,GEAR,เกียร์,GEAR,,Threshing Station,SEW eurodrive,R137DRS132M4,,,engine.png,,,,,,,Active
423,TS-02,,เครื่องนวดและแยกทะลาย #1,Thresher Drum #1,,Threshing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
424,TS-02-01,motor,มอเตอร์,Motor,,Threshing Station,ABB,M2QA299L6BB3,,,engine.png,,,,,,,Active
425,TS-02-02,GEAR,เกียร์,Gear,,Threshing Station,SEW eurodrive,R107AD5,,,engine.png,,,,,,,Active
426,TS-03,,เครื่องนวดและแยกทะลาย #2,Thresher Drum #2,,Threshing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
427,TS-03-01,motor,มอเตอร์,Motor,,Threshing Station,Branco,180L-4,,,engine.png,,,,,,,Active
428,TS-03-02,GEAR,เกียร์,Gear,,Threshing Station,SEW eurodrive,R107 AD5,,,engine.png,,,,,,,Active
429,TS-04,Screw Conveyor,สกรูลำเลียงผลปาล์ม #1,Thresher Bottom Conveyor No.1,,Threshing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
430,TS-04-01,motor,มอเตอร์,MOTOR,,Threshing Station,SEW eurodrive,DRS132M4/FG,,,engine.png,,,,,,,Active
431,TS-04-02,GEAR,เกียร์,GEAR,,Threshing Station,SEW eurodrive,R97 DRS 132 M4,,,engine.png,,,,,,,Active
432,TS-05,Screw Conveyor,สกรูลำเลียงผลปาล์ม #2,Thresher Bottom Conveyor No.2,,Threshing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
433,TS-05-01,motor,มอเตอร์,MOTOR,,Threshing Station,SEW eurodrive,DRS132M4/FG,,,engine.png,,,,,,,Active
434,TS-05-02,GEAR,เกียร์,Gear,,Threshing Station,SEW eurodrive,R97DRS132M4,,,engine.png,,,,,,,Active
435,TS-06,Screw Conveyor,สกรูลำเลียงผลปาล์มรางขวาง #1,Bottom Cross Conveyor #1,,Threshing Station,HSS,,,,engine.png,,,,2015-09-20,,,Wait_technician
436,TS-06-01,motor,มอเตอร์,MOTOR,,Threshing Station,SEW eurodrive,R97DRS132M4,,,engine.png,,,,,,,Active
437,TS-06-02,GEAR,เกียร์,GEAR,,Threshing Station,SEW eurodrive,R97DRS132M4,,,engine.png,,,,,,,Active
438,TS-07,Screw Conveyor,สกรูลำเลียงผลปาล์มรางขวาง #2,Bottom Cross Conveyor #2,,Threshing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
439,TS-07-01,motor,มอเตอร์,MOTOR,,Threshing Station,SEW eurodrive,R97DRS132M4,,,engine.png,,,,,,,Active
440,TS-07-02,,เกียร์,GEAR,,Threshing Station,SEW eurodrive,R97DRS132M4,,,engine.png,,,,,,,Active
441,TS-08,Screw Conveyor,สกรูลำเลียงผลปาล์มกลับ,Fruit Return Conveyor,,Threshing Station,HSS,,,,engine.png,,,,,,,Active
442,TS-08-01,motor,มอเตอร์,MOTOR,,Threshing Station,SEW eurodrive,DRS132M4/FG,,,engine.png,,,,,,,Active
443,TS-09,Chain conveyor,โซ่ลำเลียงทะลายเปล่า,EFB Incline Conveyor,,Threshing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
444,TS-09-01,motor,มอเตอร์,Motor,,Threshing Station,SEW eurodrive,DRS132M4/FG,,,engine.png,,,,,,,Active
445,TS-09-02,motor,เกียร์,GEAR,,Threshing Station,SEW eurodrive,R107DRS132M4,,,engine.png,,,,,,,Active
446,TS-10,,เครื่องบีบทะลายเปล่า #1,EFB Screw Press #1,,Threshing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
447,TS-10-01,motor,มอเตอร์,MOTOR,,Threshing Station,Elektrim,-,,,engine.png,,,,,,,Active
448,TS-10-02,GEAR,เกียร์,Gear,,Threshing Station,SEW eurodrive,M3PSF60KPD,,,engine.png,,,,,,,Active
449,TS-11,,เครื่องบีบทะลายเปล่า #2,EFB Screw Press #2,,Threshing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
450,TS-11-01,motor,มอเตอร์,MOTOR,,Threshing Station,Elektrim,,,,engine.png,,,,,,,Active
451,TS-11-02,GEAR,เกียร์,GEAR,,Threshing Station,SEW eurodrive,M3PSF60KPD,,,engine.png,,,,,,,Active
452,TS-12,Chain conveyor,โซ่ลำเลียงทะลายเปล่าหลังบีบ,Pressed EFB Incline Conveyor,,Threshing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
453,TS-12-01,motor,มอเตอร์,MOTOR,,Threshing Station,Branco,200L-4,,,engine.png,,,,,,,Active
454,TS-12-02,GEAR,เกียร์,Gear,,Threshing Station,SEW eurodrive,M3PSF50SKPD,,,engine.png,,,,,,,Active
455,TS-13,Vibrating Screen,ตะแกรงสั่น,Circular Screen,,Threshing Station,Sivtek,,,,engine.png,,,,2015-09-20,,,Active
456,TS-14,Tank,ถังน้ำสลัดจ์,Liqour Tank,,Threshing Station,,,,,engine.png,,,,2015-09-20,,,Active
457,TS-15,Pump,ปั๊มสลัดจ์ #1,Liqour Pumpm #1,,Threshing Station,Kew Pump,KS-SE3-SEK,,,engine.png,,,,2015-09-20,,,Active
458,TS-15-01,motor,มอเตอร์,motor,,Threshing Station,Elektrim,Foot,,,engine.png,,,,,,,Active
459,TS-15-02,Pump,ปั๊ม,Pump,,Threshing Station,Kew Pump,SEK40,,,engine.png,,,,,,,Active
460,TS-16,Pump,ปั๊มสลัดจ์ #2,Liqour Pumpm #2,,Threshing Station,Kew Pump,KS-SE3-SEK,,,engine.png,,,,2015-09-20,,,Active
461,TS-16-01,motor,มอเตอร์,Motor,,Threshing Station,Elektrim,Y2-112,,,engine.png,,,,,,,Active
462,TS-16-02,GEAR,เกียร์,Gear,,Threshing Station,Kew Pump,SEK40,,,engine.png,,,,,,,Active
463,TS-17,เครืองคั่นทะลายปาล์ม,เครื่องคั้นนปาล์มออกจากทะลาย 2ชั้น (ใหม่),Crusher,,Threshing Station,Sumitomo,,,,engine.png,,,2019-02-11,2019-02-11,,,Active
464,TS-17-01,motor,มอเตอร์1ซ้าย,MOTOR 1,,Threshing Station,Sumitomo,V1325/4,,,engine.png,,,2019-02-11,2019-02-11,,,Active
465,TS-17-02,motor,มอเตอร์2ขวา,MOTOR 2,,Threshing Station,Sumitomo,V132M4,,,engine.png,,,2019-02-11,2019-02-11,,,Active
466,TS-17-03,motor,มอเตอร์ 3 ซ้าย,MOTOR 3,,Threshing Station,Sumitomo,V1329/4,,,engine.png,,,2019-02-11,2019-02-11,,,Active
467,TS-17-04,motor,มอเตอร์4ขวา,MOTOR 4,,Threshing Station,Sumitomo,V123M/4,,,engine.png,,,2019-02-11,2019-02-11,,,Active
468,TS-17-05,GEAR,ไซโคลไดร์ฟ เกียร์1ซ้าย,Cyclo Drive Gear,,Threshing Station,Sumitomo,CHFM10-6140-17,,,engine.png,,,2019-02-11,2019-02-11,,,Active
469,TS-17-06,GEAR,ไซโคลไดร์ฟ เกียร์2 ขวา,Cyclo Drive Gear,,Threshing Station,Sumitomo,CHFM8-6145-25,,,engine.png,,,2019-02-11,2019-02-11,,,Active
470,TS-17-07,GEAR,ไซโคลไดร์ฟ เกียร์3 ซ้าย,Cyclo Drive Gear,,Threshing Station,Sumitomo,CHFM8-6145-25,,,engine.png,,,2019-02-11,2019-02-11,,,Active
471,TS-17-08,GEAR,ไซโคลไดร์ฟ เกียร์4 ขวา,Cyclo Drive  Gear,,Threshing Station,Sumitomo,CHFM10-6140-17,,,engine.png,,,2019-02-11,2019-02-11,,,Active
472,TS-18,Chain Conveyor,โซ่ลำเลียงทะลายเปล่านึ่งแล้ว,Crusher Incline Conveyor,,Threshing Station,,,,,engine.png,,,,,,,Active
473,TS-18-01,GEAR,เกียร์,Gear,,Threshing Station,SEW eurodrive,R107DRS112M3,,,engine.png,,,,,,,Active
474,TS-19,,เครื่องเคี้ยวทะลายนึ่งแล้ว#1,Muncher#1,,Threshing Station,KS บางสะพาน,,,,engine.png,,,,,,,Active
475,TS-19-01,motor,มอเตอร์,motor,,Threshing Station,Electric Motor,,,,engine.png,,,,,,,Active
476,TS-19-02,GEAR,เกียร์,Gear,,Threshing Station,Siemens,H3 SH 10A,,,engine.png,,,,,,,Active
477,TS-20,,เครื่องเคี้ยวทะลายนึ่งแล้ว#2,Munsher#2,,Threshing Station,KS บางสะพาน,,,,engine.png,,,,,,,Active
478,TS-21,Chain Conveyor,รางลำเลียงทะลายเปล่าเข้าเครื่องบีบ,Munsher Conveyor,,Threshing Station,ทวิน,,,,engine.png,,,,,,,Active
479,TS-21-01,motor,มอเตอร์,Motor,,Threshing Station,SEW eurodrive,R107DRS112m4,,,engine.png,,,,,,,Active
480,TS-21-02,GEAR,เกียร์,Gear,,Threshing Station,SEW eurodrive,R107DRS112m4,,,engine.png,,,,,,,Active
481,TS-22,,เครื่องบีบทะลายเปล่า #3,EFB Press#3,,Threshing Station,Sinaco,,,,engine.png,,,2018-02-20,,,,Active
482,TS-22-01,motor,มอเตอร์,motor,,Threshing Station,Simex,SM280M-4B3,,,engine.png,,,,,,,Active
483,TS-22-02,GEAR,เกียร์,GEAR,,Threshing Station,Paramax,YHD080P3-RL-55.066,,,engine.png,,,,,,,Active
484,TS-23,,เครื่องกระจายเส้นใย,EFB Walking Floor,,Threshing Station,ทวิน,,,,engine.png,,,,,,,Active
485,TS-23-01,motor,มอเตอร์,motor,,Threshing Station,SEW eurodrive,R97 DRS132S4,,,engine.png,,,,,,,Active
486,TS-23-02,,เกียร์,Gear,,Threshing Station,,,,,engine.png,,,,,,,Active
487,TS-24,Screw Conveyor,สกรูลำเลียงกาก EFB,Screw Pipe,,Threshing Station,,,,,engine.png,,,,,,,Active
488,TS-25,รอกไฟฟ้า,รอกไฟฟ้า,Electric Hoist,,Threshing Station,,3T,,,engine.png,,,,2018-02-26,,,Active
489,TS-26,Air  Compressor,เครื่องนวดและแยกทะลาย #3,Thresher Drum #3,,Threshing Station,,,,,engine.png,,,2019-10-14,2019-08-14,,,Active
490,TS-26-1,motor,มอเตอร์,moter,,Threshing Station,HAS CON ELECTRIC MOTOR,HC 160L-4B3,,,engine.png,,,2019-06-14,2019-08-14,,,Active
491,TS-26-2,GEAR,เกียร์,Gear,,Threshing Station,SEW - EURODRIV,MC3PLSF04,,,engine.png,,,2019-08-14,2019-08-14,,,Active
492,TS-27,EFB PRESS,เครื่องเครื่องบีบทะลายเปล่า #4,EFB PRESS #4,,Threshing Station,Ykl  Engineering Sdn . Bhd.,KH-777-8,,,engine.png,,,2019-08-26,2019-09-02,,,Active
493,TS-27-1,motor,มอเตอร์,moter,,Threshing Station,3 PHASE INPUCTING MOTOR,3 PHASE,,,engine.png,,,2019-08-26,2019-08-26,,,Active
494,TS-27-2,GEAR,เกียร์,GEAR,,Threshing Station,SEW eurodrive,M3PSF60KPD,,,engine.png,,,2019-08-26,2019-08-26,,,Active
495,TS-28,Screw Conveyor,สกรูลำเลียงผลปาล์ม #3,Thresher Bottom Conveyor #3,,Threshing Station,,,,,engine.png,,,,,,,Active
496,TS-28-1,,มอเตอร์,moter,,Threshing Station,,,,,engine.png,,,,,,,Active
497,TS-28-2,,เกียร์,Gear,,Threshing Station,,,,,engine.png,,,,,,,Active
498,TS-29,EFB PRESS,เครื่องบีบทะลายเปล่า #5,EFB Press # 5,,Threshing Station,Ykl  Engineering Sdn . Bhd.,KH-777-8,,,engine.png,,,2019-10-31,2019-12-31,,,Active
499,TS-29-01,motor,มอเตอร์,MOTOR,,Threshing Station,Elektrim,,,,engine.png,,,,,,,Active
500,TS-29-02,GEAR,เกียร์,GEAR,,,SEW - EURODRIV,M3PSF60KPD,,,engine.png,,,,,,,Active
501,WL-01,Wheel Loader,รถตักล้อยาง SEM 650B #1,Wheel Loader SEM 650B #1,,Wheel Loader,SEM,650B,,,engine.png,,,2015-10-30,,,,Active
502,WL-02,Wheel Loader,รถตักล้อยาง SEM 650B #2,Wheel Loader SEM 650B #2,,Wheel Loader,SEM,650B,,,engine.png,,,2015-10-30,,,,Active
503,WL-03,Wheel Loader,รถตักล้อยาง LiuGong CLG816C Super,LiuGong CLG816C Super,,Wheel Loader,LiGong,CLG816C Super,,,engine.png,,,,,,,Active
504,WL-04,Excavator,รถขุดดิน Hitachi EX220 #1,Excavator Hitachi EX220 #1,,Wheel Loader,Hitachi,ZX 200-5G,,,engine.png,,,2013-04-25,,,,Active
505,WL-05,Excavator,รถขุดดิน Hitachi EX220 #2,Excavator Hitachi EX220 #2,,Wheel Loader,Hitachi,ZX 200-5G,,,engine.png,,,2013-04-25,,,,Active
506,WL-06,Wheel Loader,รถตักล้อยาง WA 320,Wheel Loader WA 320,,Wheel Loader,Komatso,,,,engine.png,,,2017-04-01,,,,Active
507,WL-07,Wheel Loader,รถโฟล์คลิฟ,Folklift,,Wheel Loader,Komatso,,,,engine.png,,,,,,,Active
508,WL-08,Wheel Loader,รถโฟล์คลิฟ,Folklift,,Wheel Loader,Komatso,,,,engine.png,,,,,,,Active
509,WL-09,Wheel Loader,รถกะบะ#1,Truck #1,,Wheel Loader,Ford,บธ-4910,,,engine.png,,,2015-11-09,,,,Active
510,WL-10,Wheel Loader,รถกะบะ#2,Truck #2,,Wheel Loader,Ford,บธ-5710,,,engine.png,,,2015-11-09,,,,Active
511,WL-11,Wheel Loader,รถกะบะ#3,Truck #3,,Wheel Loader,Ford,ผธ-1126,,,engine.png,,,,,,,Active
512,WL-12,Wheel Loader,รถกะบะ#4,Truck #4,,Wheel Loader,Ford,ผร-6332,,,engine.png,,,2017-12-01,,,,Active
513,WL-13,Wheel Loader,รถแทรคเตอร์,Tracter,,Wheel Loader,,,,,engine.png,,,2013-04-25,,,,Active
514,WL-13.,Wheel Loader,รถตู้,,,Wheel Loader,,ฮล.7891,,,engine.png,,,,,,,Active
515,WL-14,Wheel Loader,รถมอเตอร์ไซค์,Motorcycle,,Wheel Loader,Suzuki,1กข-1811,,,engine.png,,,,,,,Active
516,WL-15,Wheel Loader,รถมอเตอร์ไซค์#2,Motorvcycle #3,,Wheel Loader,Suzuki,Lab,,,engine.png,,,,,,,Active
517,WL-16,Wheel Loader,รถมอเตอร์ไซค์#3,Motorcycle#3,,Wheel Loader,Suzuki,สวล,,,engine.png,,,,,,,Active
518,WL-17,,"รถบรรทุกน้ำมัน #1  ทะเบียน 82-6244,82-6245",Oil truck #1,,Wheel Loader,,,,,engine.png,,,,,,,Active
519,WL-18,,"รถบรรทุกน้ำมัน #2  ทะเบียน 82-6246 , 82-6247",Oil truck #2,,Wheel Loader,,,,,engine.png,,,,,,,Active
520,WL-19,,รถตักล้อยาง Kumatsu WA430,Wheel Loader WA 430,,Wheel Loader,,,,,engine.png,,,,,,,Active
521,WT-01,Pump,ปั๊มน้ำบาดาล #1,Pump groundwater #1,,Power Room Station,,,,,engine.png,,,,,,,Active
522,WT-02,Pump,ปั๊มน้ำบาดาล #2,Pump groundwater #2,,Power Room Station,,,,,engine.png,,,,,,,Active
523,WT-03,Pump,ปั๊มน้ำบาดาล #3,Pump groundwater #3,,Power Room Station,,,,,engine.png,,,,,,,Active
524,WT-04,Pump,ปั๊มน้ำบาดาล #4,Pump groundwater #4,,Power Room Station,,,,,engine.png,,,,,,,Active
525,WT-05,Pump,ปั๊มน้ำบาดาล #5,Pump groundwater #5,,Power Room Station,,,,,engine.png,,,,,,,Active
526,WT-06,Pump,ปั๊มน้ำบาดาล #6,Pump groundwater #6,,Power Room Station,,,,,engine.png,,,,,,,Active
527,WT-07,Pump,ปั๊มน้ำบาดาล #7,Pump groundwater #7,,Power Room Station,,,,,engine.png,,,,,,,Active
528,WT-08,Pump,ปั๊มน้ำบาดาล #8,Pump groundwater #8,,Power Room Station,,,,,engine.png,,,,,,,Active
529,WT-09,Pump,ปั๊มน้ำบาดาล #9,Pump groundwater #9,,Power Room Station,,,,,engine.png,,,,,,,Active
530,WT-10,Pump,ปั๊มน้ำบาดาล #10,Pump groundwater #10,,Power Room Station,,,,,engine.png,,,,,,,Active
531,WT-11,Pump,ปั๊มน้ำบาดาล #11,Pump groundwater #11,,Power Room Station,,,,,engine.png,,,,,,,Active
532,WT-12,Pump,ปั๊มน้ำบาดาล #12,Pump groundwater #12,,Power Room Station,,,,,engine.png,,,,,,,Active
533,WT-13,Pump,ปั๊มน้ำบาดาล #13,Pump groundwater #13,,Power Room Station,,,,,engine.png,,,,,,,Active
534,WT-14,Pump,ปั๊มน้ำบาดาล #14,Pump groundwater #14,,Power Room Station,,,,,engine.png,,,,,,,Active
535,WT-15,Pump,ปั๊มน้ำคลอง,River Water Pump,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
536,WT-16,Pump,ปั๊มน้ำดิบ # 1,Raw Water Pump #1,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
537,WT-17,Pump,ปั๊มน้ำดิบ # 2,Raw Water Pump #2,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
538,WT-18,Tank,ถังเคมี #1,Chemical Tank #1,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
539,WT-19,Tank,ถังเคมี #2,Chemical Tank #2,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
540,WT-20,Tank,ถังเคมี #3,Chemical Tank #3,,Raw Water Treatment Plan,,,,,engine.png,,,,,,,Active
541,WT-21,Pump,ปั๊มผสมเคมี #1,Chemical Mixture Pump #1,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
542,WT-22,Pump,ปั๊มผสมเคมี #2,Chemical Mixture Pump #2,,Raw Water Treatment Plan,,,,,engine.png,,,,,,,Active
543,WT-23,Pump,ปั๊มผสมเคมี #3,Chemical Mixture Pump #3,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
544,WT-24,Tank,ถังตกตะกอน,Clarifier Water Tank,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
545,WT-25,Tank,ถังพักน้ำ,Clarified Water Storage Tank,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
546,WT-26,Pump,ปั๊มกรองทราย #1,Sand Filter Pump #1,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
547,WT-27,Pump,ปั๊มกรองทราย #2,Sand Filter Pump #2,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
548,WT-28,Tank,ถังกรองทราย #1,Sand Filter Tank #1,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
549,WT-29,Tank,ถังกรองทราย #2,Sand Filter Tank #2,,Raw Water Treatment Plan,,,,,engine.png,,,,2015-09-20,,,Active
