id,spare_code,spare_category,spare_name_th,spare_name_en,spare_description,spare_location,spare_brand,spare_model,spare_dealer,spare_price,spare_pic,spare_amount,spare_min,spare_install_date,spare_start_work,spare_stop_work,note,status
176,KS-18,Elevator,กะพ้อตักเมล็ด,Dry Nut Elevator,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
177,KS-19,,เครื่องแยกขนาดเมล็ด,Nut Grading Drum,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
178,KS-20,,ถังพักเมล็ด,Hopper Nut,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
179,KS-21,,เครื่องกะเทาะเมล็ด #1,Ripple Mill #1,,Kernal Recovery Station,,,,,engine.png,,,,2015-09-20,,,Active
180,KS-22,,เครื่องกะเทาะเมล็ด #2,Ripple Mill #2,,Kernal Recovery Station,,,,,engine.png,,,,2015-09-20,,,Active
181,KS-23,Screw Conveyor,สกรูลำเลียงเมล็ดกะเทาะ,Cracked Mixture Conveyor,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
182,KS-24,,ปล่องแยกกะลากับเมล็ดใน #1,LTDS Column #1,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
183,KS-25,Blower,พัดลมเครื่องแยกกะลากับเมล็ดใน #1,LTDS Fan #1,,Kernal Recovery Station,Novenco,,,,engine.png,,,,2015-09-20,,,Active
184,KS-26,,เครื่องดักลมของเมล็ดรวม#1,Cracked Mixture Air Lock#1,,Kernal Recovery Station,HSS,,,,engine.png,,,,,,,Active
185,KS-27,Cyclone,เครื่องแยกกะลากับเมล็ดใน #1,LTDS Cyclone #1,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
186,KS-28,,เครื่องกันลมเครื่องแยกกะลากับเมล็ด #1,LTDS Air Lock #1,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
187,KS-29,Column,ปล่องแยกกะลากับเมล็ดใน #2,LTDS Column #2,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
188,KS-30,Blower,พัดลมเครื่องแยกกะลากับเมล็ดใน #2,LTDS Fan #2,,Kernal Recovery Station,Novenco,,,,engine.png,,,,2015-09-20,,,Active
189,KS-31,Airl ock,เครื่องดักลมของเมล็ดรวม#2,Cracked Mixture Air Lock#2,,Kernal Recovery Station,HSS,,,,engine.png,,,,,,,Active
190,KS-32,Cyclone,เครื่องแยกกะลากับเมล็ดใน #2,LTDS Cyclone #2,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
191,KS-33,Cyclone,เครื่องกันลมเครื่องแยกกะลากับเมล็ด #2,LTDS Air Lock #2,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Wait_assignment
192,KS-34,,เครื่องแยกกะลากับแมล็ดใน,Hydrocyclone,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
193,KS-35,Screen,ตะแกรงแยกเมล็ด,Hydrocyclonescreen,,Kernal Recovery Station,HSS,,,,engine.png,,,,,,,Active
194,KS-36,Pump,ปั๊มน้ำเครื่องแยกกะลากับเมล็ดใน #1,Hydrocyclone Pump #1,,Kernal Recovery Station,Kew Pump,,,,engine.png,,,,2015-09-20,,,Active
195,KS-37,Pump,ปั๊มน้ำเครื่องแยกกะลากับเมล็ดใน #2,Hydrocyclone Pump #2,,Kernal Recovery Station,Kew Pump,,,,engine.png,,,,2015-09-20,,,Active
196,KS-38,Pump,ปั๊มน้ำเครื่องแยกกะลากับเมล็ดใน #3,Hydrocyclone Pump #3,,Kernal Recovery Station,Kew Pump,,,,engine.png,,,,2015-09-20,,,Active
197,KS-39,Pit,บ่อน้ำเสียไฮโดรไซโครน,West Hydrocyclone Pit,,Kernal Recovery Station,,,,,engine.png,,,,,,,Active
198,KS-40,Pump,ปั๊มน้ำเสียไฮโดรไซโครน #1,West Hydrocyclone Pump #1,,Kernal Recovery Station,Kew Pump,,,,engine.png,,,,,,,Active
199,KS-41,Pump,ปั๊มน้ำเสียไฮโดรไซโครน #2,West Hydrocyclone Pump #2,,Kernal Recovery Station,Kew Pump,,,,engine.png,,,,,,,Active
200,KS-42,Bath,เครื่องแยกด้วยดินขาว,Clay Bath,,Kernal Recovery Station,,,,,engine.png,,,,2015-09-20,,,Active
201,KS-43,Screen,ตะแกรงสั่นแยกกะลากับเมล็ดใน,Vibrating Screen,,Kernal Recovery Station,,,,,engine.png,,,,2015-09-20,,,Active
202,KS-44,Pump,ปั๊มน้ำดินขาว,Clay Bath Pump,,Kernal Recovery Station,Kew Pump,,,,engine.png,,,,2015-09-20,,,Active
203,KS-45,Screw Conveyor,สกรูลำเลียงกะลา,Wet Shell comveryor,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
204,KS-46,Airl ock,เครื่องดักลมกะลาเปียก,Wet Shell Air lock,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
205,KS-47,Blower,พัดลมส่งกะลาเปียก,Shell Fan Transfer,,Kernal Recovery Station,,,,,engine.png,,,,2015-09-20,,,Active
206,KS-48,,เครื่องแยกกะลา,Shell Cyclone,,Kernal Recovery Station,HSS,,,,engine.png,,,,,,,Active
207,KS-49,Airl ock,เครื่องกันลมเครื่องแยกกะลา #1,Shell Cyclone Airlock #1,,Kernal Recovery Station,HSS,,,,engine.png,,,,,,,Active
208,KS-50,Airl ock,เครื่องกันลมเครื่องแยกกะลา #2,Shell Cyclone Air Lock#2,,Kernal Recovery Station,HSS,,,,engine.png,,,,,,,Active
209,KS-51,Silo,ถังเก็บกะลา,Shell Bunker Silo,,Kernal Recovery Station,HSS,,,,engine.png,,,,,,,Active
210,KS-52,Screw Conveyor,สกรูลำเลียงเมล็ดเปียก #1,Dry / Wet Kernel Conveyor #1,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Wait_technician
211,KS-53,Screw Conveyor,สกรูลำเลียงเมล็ดเปียก #2,Dry / Wet Kernel Conveyor #2,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
212,KS-54,Elevator,กะพ้อลำเลียงเมล็ดในเปียก,Dry / Wet Kernel Elevator,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Wait_technician
213,KS-55,Screw Conveyor,สกรูลำเลียงเมล็ดในเปียก,Dry / Wet Kernel Distribution Conveyor,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
214,KS-56,Silo,ถังอบเมล็ดใน #1,Kernel Dry  Silo #1,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
215,KS-57,Silo,ถังอบเมล็ดใน #2,Kernel Dry  Silo #2,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
216,KS-58,Silo,ถังอบเมล็ดใน #3,Kernel Dry  Silo #3,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
217,KS-59,Blower,พัดลมอบเมล็ดใน #1,Dry kernel Fan #1,,Kernal Recovery Station,Novenco,LED-10104-4-L1,,,engine.png,,,,2015-09-20,,,Active
218,KS-59,Silo,ถังเก็บเมล็ดในอบแห้ง,Kernel Bunker Silo,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
219,KS-60,Blower,พัดลมอบเมล็ดใน #2,Dry kernel Fan #2,,Kernal Recovery Station,Novenco,LED-10104-4-L1,,,engine.png,,,,2015-09-20,,,Active
220,KS-61,Blower,พัดลมอบเมล็ดใน #3,Dry kernel Fan #3,,Kernal Recovery Station,Novenco,LED-10104-4-L1,,,engine.png,,,,2015-09-20,,,Active
221,KS-62,Screw Conveyor,สกรูลำเลียงเมล็ดในอบแห้ง,Dry Kernel Conveyor,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
222,KS-63,,เครื่องดักลมของเมล็ดในอบแห้ง,Dry Kernel Air lock,,Kernal Recovery Station,,,,,engine.png,,,,2015-09-20,,,Active
223,KS-64,Blower,พัดลมส่งเมล็ดในอบแห้ง,Dry Kernel Fan Tranfer,,Kernal Recovery Station,Novenco,CBS-710/100/R,,,engine.png,,,,2015-09-20,,,Active
224,KS-65,Screw Conveyor,สกรูลำเลียงเมล็ดในอบแห้ง,Kernel Bunker Distribution Conveyor,,Kernal Recovery Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
225,KS-66,Silo,ถังเก็บเมล็ดในอบแห้ง #!,Kernel Bunker Silo#1,,Kernal Recovery Station,HSS,,,,engine.png,,,,,,,Active
226,KS-67,Silo,ถังเก็บเมล็ดในอบแห้ง#2,Kernel Bunker Silo#2,,Kernal Recovery Station,HSS,,,,engine.png,,,,,,,Active
227,KS-68,Tank,แท้งน้ำคอนเดรนเสท,Condensate  Kernel  Tank,,Kernal Recovery Station,,,,,engine.png,,,2019-11-16,2019-11-16,,,Active
228,KS-68-01,Pump,ปั้มคอนเดรนเสท,Condensate Kernel Pump,,Kernal Recovery Station,Kew Pump,KS-SR  MODEL 32-160,,,engine.png,,,2019-11-16,2019-11-16,,,Active
229,KS-68-02,motor,มอเตอร์,MOTOR,,Kernal Recovery Station,็HASCON electric motor,Model HC 132S1-2 B3,,,engine.png,,,2019-11-16,2019-11-16,,,Active
230,KS-69,Cyclone,เครื่องแยก กะลากับเมล็ดใน-B,Hydrocylone - B,,Kernal Recovery Station,HSS,,,,engine.png,,,2019-12-02,2020-01-16,,,Active
231,KS-70,Screen,ตะแกรงแยกเมล็ด -B,Hydrocyclone -B,,Kernal Recovery Station,HSS,,,,engine.png,,,2019-12-02,2020-01-09,,,Active
232,KS-71,Pump,ปั๊มน้ำเครื่องแยกกะลากับเมล็ดใน #1-B,Hydrocyclone Pump#1-B,,Kernal Recovery Station,Kew Pump,,,,engine.png,,,2019-12-03,2020-01-09,,,Active
233,KS-72,Pump,ปั๊มน้ำเครื่องแยกกะลากับเมล็ดใน #2-B,Hydrocyclone Pump#2-B,,Kernal Recovery Station,Kew Pump,,,,engine.png,,,2019-12-03,2020-01-09,,,Active
234,KS-73,Pump,ปั๊มน้ำเครื่องแยกกะลากับเมล็ดใน #3-B,Hydrocyclone Pump# 3-B,,Kernal Recovery Station,Kew Pump,,,,engine.png,,,2019-12-03,2020-01-09,,,Active
235,MT-001,เครืองกลึง,เครื่องกลึง Hung 560x1500,Lathe Machine (Hung),,Craftman Tool,Hung,,,,engine.png,,,,,,,Active
236,MT-002,,เครื่องกลึง Yam8.5 ฟุต,Lathe Machine(Yam),,Craftman Tool,Yam,,,,engine.png,,,,,,,Active
237,MT-003,,แท่นไส,Thacn si,,Craftman Tool,Yamaguchi,,,,engine.png,,,,,,,Active
238,MT-004,,มิลลิ่ง,Milling,,Craftman Tool ซ่อมบำรุง,M3,,,,engine.png,,,,2018-09-26,,,Active
239,MT-005,,ตู้เชื่อมพลัง #1 500A,Power Cabinets#1,,Craftman Tool,พลัง,500A,,,engine.png,,,,,,,Active
240,MT-006,,ตู้เชื่อมพลัง #2 300A,Power Cabinet #2,,Craftman Tool,พลัง,,,,engine.png,,,,,,,Active
241,MT-007,,ตู้เชื่อมพลัง #3 300A,Power Cabinet #3,,Craftman Tool,พลัง,,,,engine.png,,,,,,,Active
242,MT-008,,ตู้เชื่อมมือถือ #1 200A,Mobile cabinet#1,,Craftman Tool,Jasic 200A,,,,engine.png,,,,,,,Active
243,MT-009,,ตู้เชื่อมมือถือ #2 200A,Mobile Cabinet#2,,Craftman Tool,Jasic 200A,,,,engine.png,,,,,,,Active
244,MT-010,,ตู้เชื่อมมือถือ #3 200A,Mobile Cabinet#3,,Craftman Tool,Welpro 200A,,,,engine.png,,,,,,,Active
245,MT-011,,ตู้ตัดพลาสม่า,Plasma Cutter,,Craftman Tool,Jasic,,,,engine.png,,,,,,,Active
246,MT-012,,แท่นอัดไฮดรอลิค,Hydraulic Pree,,Craftman Tool,Toyo,60 ton,,,engine.png,,,,,,,Active
247,MT-013,,ปั๊มลม,Air pump,,Craftman Tool,Hitachi,,,,engine.png,,,,,,,Active
248,MT-014,,ไฟเบอร์ตัดเหล็ก,Fiber Cutter,,Craftman Tool,Winner,"16""",,,engine.png,,,,,,,Active
249,MT-015,,เลื่อยกลไฟฟ้า1,Electro-mechanical slide2,,Craftman Tool,Hero,,,,engine.png,,,,,,,Active
250,MT-016,,สว่านแท่น,Drill,,Craftman Tool,King M3,,,,engine.png,,,,,,,Active
251,MT-017,,สว่านแม่เหล็ก,Magnetic Drill,,Craftman Tool,Pumpkin,1100w,,,engine.png,,,,,,,Active
252,MT-018,,"บล็อคไฟฟ้า 1/2""",Electric Block#1,,Craftman Tool,Thakita,,,,engine.png,,,,,,,Active
253,MT-019,,"บล็อคไฟฟ้า 3/4""",Electric Block#2,,Craftman Tool,Thakita,,,,engine.png,,,,,,,Active
254,MT-020,,ชุดตัดแก๊สตามแบบ #1,Gas Cutter,,Craftman Tool,Kovet,,,,engine.png,,,,,,,Active
255,MT-021,Gas  Cutter,ชุดตัดแก๊สตามแบบ #2,Gas Cutter,,Craftman Tool,Kovet,TYPE-KV2-150,,,engine.png,,,2019-07-14,2019-07-14,,,Active
256,MT-022,Welding,ตู้เชื่อมพลัง #4 300A,Power Cabinets#4,,Mainternanec,พลัง,MOD-300/220/380V,,,engine.png,,,2019-06-04,2019-06-04,,,Active
257,MT-023,Welding,ตู้เชื่อมพลัง # 5 300A,Power Cabinets#5,,Mainternanec,พลัง,,,,engine.png,,,2019-07-09,2019-07-09,,,Active
258,MT-024,ใช้ขัน ถอน-ประกอบน๊อต,"บล็อคไฟฟ้า 1/2"" Thakita",Electric Block#3,,Mainternanec,Thakita,,,,engine.png,,,2019-07-10,2019-07-10,,,Active
259,MT-025,เครืองกลึง,เครื่องกลึง Chu Shing,Lathe Machine  Shu Shing,,Craftman Tool,Chu Shing  Maching  co.ltd.,,,,engine.png,,,2019-09-14,2019-09-14,,,Active
260,MT-026,เครืองช๊าตแบตเตอร์รี่,เครื่องประจุไฟแบตเตอร์รี่,Battery  Charger,,Craftman Tool,POMA,,,,engine.png,,,2019-09-13,2019-09-13,,,Active
261,MT-027,เครืองเลื่อยไฟฟ้า,เลื่อยกลไฟฟ้า Hero 2,Electro-Mechanical Slidees 2,,Mainternanec,Hero Hack Sawing Machine,,,,engine.png,,,2019-09-15,2019-12-15,,,Active
262,OS-01,Tank,ถังเก็บน้ำมันปาล์ม #1,Palm Oil Storage Tank #1,,Palm Oil Storage,HSS,,,,engine.png,,,,2015-09-20,,,Active
263,OS-02,Tank,ถังเก็บน้ำมันปาล์ม #2,Palm Oil Storage Tank #2,,Palm Oil Storage,HSS,,,,engine.png,,,,2015-09-20,,,Active
264,OS-03,Pump,ปั๊มจ่าย #1,Oil Despatch Pump Shed #1,,Palm Oil Storage,Kew Pump,KS-SE3-SEK,,,engine.png,,,,2015-09-20,,,Active
265,OS-04,Pump,ปั๊มจ่าย #2,Oil Despatch Pump Shed #2,,Palm Oil Storage,Kew Pump,KS-SE3-SEK,,,engine.png,,,,2015-09-20,,,Active
266,OS-05,Tank,ถังผสมน้ำมัน,Oil Mixing Tank,,Clarification Station,,,,,engine.png,,,,,,,Active
267,OS-06,,ปั๊มผสมน้ำมัน,Oil Mixing Pump,,Clarification Station,,,,,engine.png,,,,,,,Active
268,OS-07,,อารคารจ่ายน้ำมัน,Oil Loading Shed,,Palm Oil Storage,HSS,,,,engine.png,,,,2015-09-20,,,Active
269,PC-01,คอมพิวเตอร์,PDS-ACC01-PC,PDS-ACC01-PC,,อุปกรณ์ไอที,Lenovo,Thingpad,,,engine.png,,,,,,,Active
270,PDG- 001,,ชุดวัด COD,,,Biogas,,DR900 /  HACH U.S.A,,,engine.png,,,2016-10-12,,,,Active
271,PDG-002,,ชุดเตาให้ความร้อน (เตาย่อย),,,Biogas,,DRB200 / HACH U.S.A,,,engine.png,,,2016-10-12,,,,Active
272,PDG-003,,Imhoff Cone,,,Biogas,,Vitlab,,,engine.png,,,2016-11-01,,,,Active
273,PDG-004,,Bunchner Funnel Pocelian,Bunchner Funnel Pocelian,,Biogas,,,,,engine.png,,,,,,,Active
274,PDG-005,,Suction Flask,Suction Flask,,Biogas,,,,,engine.png,,,,,,,Active
275,PDG-006,,เครืองวัดแก๊ส,Gas Detetector,,Biogas,,,,,engine.png,,,,,,,Active
276,PDG-007,,เครื่องเป่าลมร้อน,เครื่องเป่าลมร้อน,,Biogas,,,,,engine.png,,,,,,,Active
277,PDG-008,,เครื่องวัดอุณหภูมิ,Temperature monitor,,Biogas,,,,,engine.png,,,,,,,Active
278,PDG-009,,เครื่องดูดน้ำ2นิ้ว,Divo#1,,Biogas,,,,,engine.png,,,,,,,Active
279,PDG-010,,อินเวอร์เตอร์,Inverter,,Biogas,,,,,engine.png,,,,,,,Active
280,PDG-011,,Blower#1,Blower#1,,Biogas,,,,,engine.png,,,,,,,Active
281,PDG-012,,Blower#2,Blower#2,,Biogas,,,,,engine.png,,,,,,,Active
282,PDG-013,,เครื่องดูดน้ำ1นิ้ว,Divo#2,,Biogas,,,,,engine.png,,,,,,,Active
283,PDG-014,,Flare,Flare,,Biogas,,,,,engine.png,,,,,,,Active
284,PDG-015,Pump,ปั๊มน้ำขาเข้าบ่อ #1,Pump #1,,Biogas,,,,,engine.png,,,,,,,Active
285,PDG-016,Pump,ปั๊มน้ำขาออกจากบ่อ #2,Pump #2,,Biogas,,,,,engine.png,,,,,,,Active
286,PDG-017,Pump,ปั๊มดูดตะกอน #3,Pump #3,,Biogas,,,,,engine.png,,,,,,,Active
287,PDG-018,Pump,ปั๊มดูดขี้เค้ก #4,Pump#4,,Biogas,,,,,engine.png,,,,,,,Active
288,PDG-019,Pump,ปั้มดูดน้ำดี (หน้าป้อมยาม) #5,Pump#5,,Biogas,,,,,engine.png,,,,,,,Active
289,PDG-020,Tank,อุปกรณ์ระบายความดันสูงเกิน,Over Pressure Relief Device,,Biogas,,,,,engine.png,,,,,,,Active
290,PDG-021,เครื่องปั่นไฟ,เครื่องปั่นไฟ MITSUBISHI AVR 160 A,Generator,,Biogas,,,,,engine.png,,,,2016-03-25,,,Active
291,PR-01,,ถังพักไอน้ำ,Back Pressure Vessel,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
292,PR-02,,กังหันไอน้ำ,Steam Tubine,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
293,PR-03,,เครื่องกำเนิดไฟฟ้า (กังหันไอน้ำ),Turbine Generator,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
294,PR-04,,เครื่องกำเนิดไฟฟ้า #1 (550kVA),Disel Generating Set #1,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
295,PR-05,,เครื่องกำเนิดไฟฟ้า #2 (250kVA),Disel Generating Set #2,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
296,PR-06,,ถังเก็บน้ำมันเชื้อเพลิง,Disel Fuel Storage Tank,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
297,PR-07,,หม้อแปลง,Import Transformer,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
298,PR-08,,ตู้จ่ายไฟฟ้าหลัก,MDB Panel,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
299,PR-08,,ถังน้ำระบายความร้อน,Tubine Cooling Water Tank,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
300,PR-09,,ตู้จ่ายไฟฟ้า #1,MCC #1 Sterilizer Control,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
301,PR-10,,ตู้จ่ายไฟฟ้า #2,MCC #2 Sterlizer PLC,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
302,PR-11,,ตู้จ่ายไฟฟ้า #3,MCC #3 Sterilizer Loading FFB,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
303,PR-12,,ตู้จ่ายไฟฟ้า #4,MCC #4 Screwprss Station,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
304,PR-13,,ตู้จ่ายไฟฟ้า #5,MCC #5 Oil Rom Station,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
305,PR-14,,ตู้จ่ายไฟฟ้า #6,MCC #6 Nut-Fiber Separator,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
306,PR-15,,ตู้จ่ายไฟฟ้า #7,MCC #7 Kernal Recovery,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
307,PR-16,,ตู้จ่ายไฟฟ้า #7,MCC #8 Boiler Main,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
308,PR-17,,ตู้จ่ายไฟฟ้า #8,MCC #9 Boiler Feed Pump,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
309,PR-18,,ตู้จ่ายไฟฟ้า #9,MCC #10 Boiler Fuel Conveyor,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
310,PR-19,,ตู้จ่ายไฟฟ้า #10,MCC #11 Dearerator Pump,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
311,PR-20,,ตู้จ่ายไฟฟ้า #11,MCC #12 Raw water,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
312,PR-21,,ตู้จ่ายไฟฟ้า #12,MCC #13 Palm Oil Storage,,Power Room Station,,,,,engine.png,,,,2015-09-20,,,Active
313,PR-22,,หม้อแปลง 2000 KVA,Transformer 2000 KVA,,Power Room Station,,,,,engine.png,,,,,,,Active
314,PS-01,Chain conveyor,โซ่ลำเลียงผลปาล์ม,Fruit Incline Conveyor,,Pressing Station,HSS,,,,engine.png,,,,2015-09-20,,,Wait_technician
315,PS-01-01,motor,มอเตอร์,Motor,,Pressing Station,TEC,Y2-A160L-4,,,engine.png,,,,,,,Active
316,PS-01-02,GEAR,เกียร์,gear,,Pressing Station,SEW eurodrive,35.01043511.01.0001.11.30,,,engine.png,,,,,,,Active
317,PS-02,Screw Conveyor,สกรูลำเลียงผลปาล์ม,Fruit Distribution Conveyor,,Pressing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
318,PS-02-01,motor,มอเตอร์,Motor,,Pressing Station,SEW eurodrive,DRS132M4/FG,,,engine.png,,,,,,,Active
319,PS-02-02,GEAR,เกียร์,Gear,,Pressing Station,SEW eurodrive,R97DRS132M4,,,engine.png,,,,,,,Active
320,PS-03,Tank,ถังน้ำร้อน,Hot Watetr Tank,,Pressing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
321,PS-04,,หม้อกวน #1,Digester #1,,Pressing Station,HSS,HSS/D4500L,,,engine.png,,,,2015-09-20,,,Active
322,PS-04-01,motor,มอเตอร์,motor,,Pressing Station,Elektrim,225s-4 2Sg 225M4,,,engine.png,,,,,,,Active
323,PS-04-02,GEAR,เกียร์,Gear,,Pressing Station,SEW eurodrive,3PC150POM,,,engine.png,,,,,,,Active
324,PS-05,,หม้อกวน #2,Digester #2,,Pressing Station,HSS,HSS/D4500L,,,engine.png,,,,2015-09-20,,,Active
325,PS-05-01,motor,มอเตอร์,Motor,,Pressing Station,Branco,225S-4,,,engine.png,,,,,,,Active
326,PS-05-02,GEAR,เกียร์,Gear,,Pressing Station,SEW eurodrive,3PC250POM,,,engine.png,,,,,,,Active
327,PS-06,,หม้อกวน #3,Digester #3,,Pressing Station,HSS,HSS/D4500L,,,engine.png,,,,2015-09-20,,,Active
328,PS-06-01,motor,มอเตอร์,Motor,,Pressing Station,Branco,225S-4,,,engine.png,,,,,,,Active
329,PS-06-02,GEAR,เกียร์,Gear,,Pressing Station,SEW eurodrive,3PC250POM,,,engine.png,,,,,,,Active
330,PS-07,,หม้อกวน #4,Digester #4,,Pressing Station,HSS,HSS/D4500L,,,engine.png,,,,2015-09-20,,,Active
331,PS-07-01,motor,มอเตอร์,motor,,Pressing Station,Branco,225S-4,,,engine.png,,,,,,,Active
332,PS-07-02,GEAR,เกียร์,Gear,,Pressing Station,SEW eurodrive,3PC250POM,,,engine.png,,,,,,,Active
333,PS-08,,หัวบีบ #1,Screw Press #1,,Pressing Station,HSS,HSS/P15,,,engine.png,,,,2015-09-20,,,Active
334,PS-08-01,motor,มอเตอร์,Motor,,Pressing Station,Branco,225S-4,,,engine.png,,,,,,,Active
335,PS-08-02,GEAR,เกียร์,gear,,Pressing Station,SEW eurodrive,M3ESF50SPD,,,engine.png,,,,,,,Active
336,PS-09,,หัวบีบ #2,Screw Press #2,,Pressing Station,HSS,HSS/P16,,,engine.png,,,,2015-09-20,,,Active
337,PS-09-01,motor,มอเตอร์,motor,,Pressing Station,Branco,200L-4,,,engine.png,,,,,,,Active
338,PS-09-02,GEAR,เกียร์,gear,,Pressing Station,SEW eurodrive,M3ESF50SPD,,,engine.png,,,,,,,Active
339,PS-10,,หัวบีบ #3,Screw Press #3,,Pressing Station,HSS,HSS/P17,,,engine.png,,,,2015-09-20,,,Active
340,PS-10-01,motor,มอเตอร์,motor,,Pressing Station,Branco,200L-4,,,engine.png,,,,,,,Active
341,PS-10-02,GEAR,เกียร์,Gear,,Pressing Station,SEW eurodrive,M3ESF50SPD,,,engine.png,,,,,,,Active
342,PS-11,,หัวบีบ #4,Screw Press #4,,Pressing Station,HSS,HSS/P18,,,engine.png,,,,2015-09-20,,,Active
343,PS-11-01,motor,มอเตอร์,motor,,Pressing Station,Branco,200L-4,,,engine.png,,,,,,,Active
344,PS-11-02,GEAR,เกียร์,Gear,,Pressing Station,SEW eurodrive,M3ESF50SPD,,,engine.png,,,,,,,Active
345,PS-12,Screw Conveyor,สกรูลำเลียงเส้นใยและเมล็ด #1,Cake Breaker Conveyor No.1,,Pressing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
346,PS-12-01,motor,มอเตอร์,motor,,Pressing Station,SEW eurodrive,DRS180L4/FG,,,engine.png,,,,,,,Active
347,PS-12-02,GEAR,เกียร์,Gear,,Pressing Station,SEW eurodrive,R137DRS180L4,,,engine.png,,,,,,,Active
348,PS-13,Screw Conveyor,สกรูลำเลียงเส้นใยและเมล็ด #2,Cake Breaker Conveyor No.2,,Pressing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
349,PS-13-01,motor,มอเตอร์,motor,,Pressing Station,SEW eurodrive,DRS180L4/FG,,,engine.png,,,,,,,Active
350,PS-13-02,GEAR,เกียร์,Gear,,Pressing Station,SEW eurodrive,R137DRS180L4,,,engine.png,,,,,,,Active
351,PS-14,,รางน้ำมันดิบ,Crude Oil Gutter,,Pressing Station,,,,,engine.png,,,,2015-09-20,,,Active
352,PS-15,Tank,ถังดักทราย #1,Sand Trap Tank #1,,Pressing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
353,PS-16,Tank,ถังดักทราย #2,Sand Trap Tank #2,,Pressing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
354,PS-17,Vibrating Screen,ตะแกรงสั่น #1,Vibrating Screen #1,,Pressing Station,,,,,engine.png,,,,2015-09-20,,,Active
355,PS-18,Vibrating Screen,ตะแกรงสั่น #2,Vibrating Screen #2,,Pressing Station,,,,,engine.png,,,,2015-09-20,,,Active
356,PS-19,Vibrating Screen,ตะแกรงสั่น #3,Vibrating Screen #3,,Pressing Station,,,,,engine.png,,,,2015-09-20,,,Active
357,PS-20,Tank,ถังน้ำมันดิบ,Crude Oil Tank,,Pressing Station,HSS,,,,engine.png,,,,2015-09-20,,,Active
358,PS-21,Pump,ปั๊มน้ำมันดิบ #1,Crude Oil Pump #1,,Pressing Station,Kew Pump,KS-SE3-SEK,,,engine.png,,,,2015-09-20,,,Active
359,PS-21-01,motor,มอเตอร์,motor,,Pressing Station,TEC,Y-A160M-4/Foot,,,engine.png,,,,,,,Active
